Date,Returns,Volatility,Momentum
2018-01-31,0.011359232053877344,0.06486629270394466,-0.08647194767693045
2018-02-01,-0.1027834196380305,0.06401408428181853,-0.2008174601188838
2018-02-02,-0.037052347802326024,0.06390747915961154,-0.23921380302066853
2018-02-03,0.03897292486481896,0.06423947636828023,-0.28872255509422107
2018-02-04,-0.09786476110758924,0.06082123562782277,-0.28647080246313883
2018-02-05,-0.15968807377551097,0.06548134155668112,-0.3637347667279449
2018-02-06,0.11483809805022926,0.07016574715718875,-0.2865555443937692
2018-02-07,-0.01711377293171268,0.06933727200603468,-0.3290755196042374
2018-02-08,0.08453807822469184,0.07182268281230376,-0.26589431435156696
2018-02-09,0.057030488314931294,0.0726717471168968,-0.21791537647490966
2018-02-10,-0.013171607575021227,0.07067705214832881,-0.24638350420566235
2018-02-11,-0.05705588715872301,0.07035086677959608,-0.3102186140207973
2018-02-12,0.09798315081177211,0.07296908380709144,-0.20978630326274084
2018-02-13,-0.03677344497335466,0.072917882287,-0.149212893296077
2018-02-14,0.10424378247495736,0.07595723046668874,-0.07107549621140241
2018-02-15,0.07075267978887334,0.07109595477326826,0.10859342495867952
2018-02-16,0.006639518158486624,0.07095577654755034,0.15889368294029382
2018-02-17,0.0858714440383399,0.07255551004973532,0.2112053421844644
2018-02-18,-0.050473816513253555,0.07314098835983807,0.2748323492996061
2018-02-19,0.06382797366007709,0.07112377337010617,0.6139272484268021
2018-02-20,0.01589270609507487,0.06869568902273977,0.47068612268667787
2018-02-21,-0.06254985596523333,0.06884756408770515,0.40270041391756317
2018-02-22,-0.06411363144322124,0.06987888480731272,0.2104399309826932
2018-02-23,0.02959516335582202,0.06958606162380869,0.1790228496240165
2018-02-24,-0.04737642731178393,0.0700920906938762,0.13815630753171493
2018-02-25,-0.015116557715992629,0.07012506039513972,0.1887780906139207
2018-02-26,0.07263210586495439,0.07130738844970784,0.16133070511928493
2018-02-27,0.03462041028492213,0.07137804491759027,0.24740793776574677
2018-02-28,-0.030552997565149287,0.07118839726658463,0.09513488350374044
2018-03-01,0.05319339372337972,0.06896913764569579,0.0771757533864712
2018-03-02,0.012364203326180156,0.06897257177706372,0.08330157295462359
2018-03-03,0.036377885560451295,0.06609003323485259,0.03392514810748004
2018-03-04,0.0019930384320943073,0.06551995139992772,0.09105553767810082
2018-03-05,0.005272501204946822,0.06531209752689371,0.03100139916572031
2018-03-06,-0.06855429544313296,0.06384786399441009,-0.05470152617164681
2018-03-07,-0.0755415215926486,0.057645252215142564,-0.06780195798472088
2018-03-08,-0.0572531755818666,0.055759557814065344,-0.060968539167916
2018-03-09,-0.006116008644050375,0.05562538344322144,-0.09353853872168916
2018-03-10,-0.050500379066334866,0.05469707191727432,-0.09651111042113003
2018-03-11,0.08037783474086391,0.0556389741296834,-0.008908741554241817
2018-03-12,-0.03899407015352063,0.05612023776045172,-0.11204916282330901
2018-03-13,-0.001115738597840088,0.054949444365037674,-0.14271929362923508
2018-03-14,-0.10060415105858134,0.055390605397394786,-0.20466543632512946
2018-03-15,0.0037547153880626016,0.054982419227605994,-0.2419997852650443
2018-03-16,0.0045163099033997955,0.051376856833803344,-0.24787583746062758
2018-03-17,-0.05054594090041897,0.05012708900065139,-0.31095853257838857
2018-03-18,0.038752615832098325,0.05076899164516369,-0.2856800404312463
2018-03-19,0.04948766471821564,0.04889846241988515,-0.2542619187027927
2018-03-20,0.03276917997335538,0.048721171442778786,-0.1731398803727061
2018-03-21,0.0017737814072429359,0.04700964355824212,-0.1039870279940388
2018-03-22,-0.022488995834565095,0.046900836135936735,-0.0709461784171076
2018-03-23,0.017316940467241304,0.045942749660722794,-0.049041739758123315
2018-03-24,-0.023818586517076135,0.04473211289630011,-0.022318958133600297
2018-03-25,-0.019882032253830673,0.044369301633204045,-0.11304848633080822
2018-03-26,-0.033708485106174635,0.04399242969432256,-0.10817020461290061
2018-03-27,-0.04584504758621555,0.044590094743938116,-0.14810569266124907
2018-03-28,0.015503551724572073,0.04227553755544963,-0.03813021172527853
2018-03-29,-0.09916170347942321,0.04462469769652633,-0.13675210859755338
2018-03-30,-0.03840241264367461,0.044757773067015956,-0.17363503063195163
2018-03-31,0.012046952245941878,0.04327689393856498,-0.11915680313708654
2018-04-01,-0.01854151465198095,0.042994405382303424,-0.1677411766326471
2018-04-02,0.03500318149775872,0.042938413118123714,-0.1792275803012202
2018-04-03,0.052557958843978625,0.044592425029712064,-0.16350084848981516
2018-04-04,-0.08077536819799569,0.04609224484194236,-0.23243087529254125
2018-04-05,-0.006181881962836755,0.045047231411728755,-0.219626070980682
2018-04-06,-0.025714036045156208,0.0436024736954214,-0.2526347144768717
2018-04-07,0.041403974915207975,0.04383261054081346,-0.20270026830311094
2018-04-08,0.016268081926749334,0.044077413897229495,-0.1732931180564249
2018-04-09,-0.03599192973886778,0.04367838879632001,-0.17524671007631543
2018-04-10,0.009456851084145068,0.04053587492013007,-0.12744480667265679
2018-04-11,0.019541295257440083,0.04051944080153488,-0.1239754400880253
2018-04-12,0.13215957347142848,0.0479692195713622,0.10097405486777355
2018-04-13,0.0008505194964667506,0.044362922771388064,0.1459164095824872
2018-04-14,0.011433729892771805,0.044411021565824056,0.1452220726689073
2018-04-15,0.04293260747550409,0.04510432647434255,0.21695360549413523
2018-04-16,-0.03246930563679795,0.04450962489325508,0.13761965951415056
2018-04-17,-0.01943001508226172,0.044098055304363656,0.05981403019087028
2018-04-18,0.03307100821331388,0.04355621226156415,0.1910724656513827
2018-04-19,0.016033678248838168,0.0432153747991682,0.21769739992950488
2018-04-20,0.06649384172813311,0.04496456865473661,0.33294209930070107
2018-04-21,0.0056241188854653235,0.0447580622624542,0.28714577284357845
2018-04-22,-0.010468133204319163,0.04470890838001234,0.25328324493406607
2018-04-23,0.014589094689994253,0.044533159778041884,0.31904239403654366
2018-04-24,0.08583925965266448,0.04686804254990481,0.41885016189932145
2018-04-25,-0.0878329224671307,0.04940148409154974,0.26942225063080194
2018-04-26,0.049263206888732425,0.049165743340263364,0.17647555415597171
2018-04-27,-0.031725437819185576,0.04963258729482768,0.1381833050253276
2018-04-28,0.040216831097785066,0.04590404903007408,0.17057341056578035
2018-04-29,0.0075519876851644074,0.044994057778072694,0.13086268287441127
2018-04-30,-0.01895410931393615,0.045334353528403,0.14665942323860737
2018-05-01,-0.013152901248456694,0.045226247570775174,0.15399975777768438
2018-05-02,0.012820488107240013,0.04499402421141347,0.131378761629803
2018-05-03,0.05499619247287524,0.045075962437710365,0.1747644899146663
2018-05-04,-0.004423358338729533,0.04181565305558637,0.09664776283846677
2018-05-05,0.016224566817716557,0.041670808707762824,0.10820770585462358
2018-05-06,-0.020627661161558675,0.04151699789490524,0.09682973254435812
2018-05-07,-0.02918652325920712,0.0418733831763056,0.04950574731873614
2018-05-08,-0.014743338221176572,0.04212183475535435,-0.047711233565351896
2018-05-09,0.009784638135047707,0.041217620283303585,0.05420003757988212
2018-05-10,-0.030159124782280555,0.04191500662178084,-0.025595979742149444
2018-05-11,-0.06661368459868511,0.04414563791814518,-0.06070507921608992
2018-05-12,0.007510452811321011,0.03733244499222138,-0.09023828237460052
2018-05-13,0.025755864015265972,0.037555070724241565,-0.0738012250317206
2018-05-14,-0.0008196285477451992,0.037538196853400436,-0.05668058467249537
2018-05-15,-0.023679606291423294,0.037099139660270446,-0.06674297960583286
2018-05-16,-0.016632607079429262,0.03671148592201491,-0.09388234751757907
2018-05-17,-0.03280150885412081,0.037059048317511604,-0.16929024717387642
2018-05-18,0.019353065575076878,0.03673887046620734,-0.1494511846587403
2018-05-19,-0.0004593446816679725,0.03662950792541494,-0.16341510722508523
2018-05-20,0.03226197592169289,0.03499833147018053,-0.11823650699968591
2018-05-21,-0.011072124702669384,0.03502731792985059,-0.10178369116276975
2018-05-22,-0.04480471395234409,0.03588964820694679,-0.12918936015775884
2018-05-23,-0.060180703011888936,0.037241039627021105,-0.18952555580782204
2018-05-24,0.0039058908809461723,0.03313711907753474,-0.16105818003357086
2018-05-25,-0.014128760440268784,0.029518736639197636,-0.11388393174246536
2018-05-26,-0.016612022186092146,0.027727218162874077,-0.1350999028936365
2018-05-27,0.0016776146739541087,0.027383024282528194,-0.15540227787780903
2018-05-28,-0.03151778498705937,0.026297544982478636,-0.18135113930741376
2018-05-29,0.047169292322396306,0.028072685438555366,-0.12194403227033535
2018-05-30,-0.008841623265862797,0.027988555391167014,-0.11498740560034781
2018-05-31,0.011834154516914053,0.02816931708931128,-0.07414457488423687
2018-06-01,0.006308940673935393,0.028043038056340588,-0.08599225966928836
2018-06-02,0.013525250098900043,0.025851185812079482,-0.07320435773971978
2018-06-03,0.010047792910929054,0.02604932665115443,-0.09314891492673183
2018-06-04,-0.026654549419546036,0.025892741852378456,-0.10743806494014763
2018-06-05,0.015874645500039364,0.026168129680042968,-0.05073752706886914
2018-06-06,0.002648788469189478,0.025900958806867786,0.012723266561853963
2018-06-07,0.0031696259943396754,0.025908510072973723,0.011980535009233684
2018-06-08,-0.006944340222814094,0.025740889795403295,0.019355223633518603
2018-06-09,-0.012188972783781837,0.025374517191244464,0.023940045305486768
2018-06-10,-0.09903902597615177,0.028547988486951746,-0.079015037327416
2018-06-11,0.017816025003725366,0.028787675585222383,-0.03210070431382295
2018-06-12,-0.04699056341537011,0.029039618334428904,-0.11913272360496674
2018-06-13,-0.03531559589050193,0.029388437360255825,-0.1426608062087399
2018-06-14,0.05125280718084646,0.03131358826724034,-0.10926090984788961
2018-06-15,-0.03277281585696323,0.03161175825525047,-0.14385431039003838
2018-06-16,0.014493753193281167,0.03151740365448698,-0.1430361958442513
2018-06-17,-0.007769296552266991,0.031135756691938337,-0.1581529070261649
2018-06-18,0.036242501693211526,0.03212497907148277,-0.1037532079220852
2018-06-19,0.005214707758210091,0.03137861787402995,-0.11315784760591385
2018-06-20,0.0009763547887364776,0.03140340745112802,-0.11463711402698418
2018-06-21,-0.006907581536569007,0.030569744606396238,-0.12353090956357748
2018-06-22,-0.09599929127557916,0.03335350737525035,-0.20213064481466125
2018-06-23,0.012951028047344604,0.033492818586949025,-0.18182469995290262
2018-06-24,0.0017444275736506754,0.033491063020801,-0.09030183189834284
2018-06-25,0.012303153382069887,0.03358571649494312,-0.09522909683817438
2018-06-26,-0.02488490482462502,0.03375721710016556,-0.07424236163876985
2018-06-27,0.010414079159373646,0.033520421266437395,-0.0303579619357619
2018-06-28,-0.041202629509963784,0.03271061872807731,-0.11563590597608087
2018-06-29,0.053334982045442514,0.03452816988185099,-0.0369050287542777
2018-06-30,0.029863499854496434,0.034989019545951336,-0.022313982065085503
2018-07-01,-0.00283887816696593,0.03493033618558279,-0.017455836574194583
2018-07-02,0.03576053785551925,0.035565371453828584,-0.01791282492868984
2018-07-03,-0.012789239147277698,0.03549467115389727,-0.03550254503532935
2018-07-04,0.010407998444580624,0.03535759257393425,-0.02641462177053311
2018-07-05,0.006303905732049309,0.035217730716172194,-0.013462644099317744
2018-07-06,0.005175348399594437,0.03523725569212416,0.09694939490249799
2018-07-07,0.02748635285551071,0.035683305313507274,0.11269005295164902
2018-07-08,-0.012111876720297454,0.035714811132354675,0.0972991293446257
2018-07-09,-0.004743202325453666,0.035676776788777474,0.07882151104039359
2018-07-10,-0.06108203429191239,0.03270466141558148,0.03877470825738416
2018-07-11,0.010230691178732654,0.03257693881221191,0.038586172883602776
2018-07-12,-0.025943303661489003,0.03179274072477702,0.05511534298932741
2018-07-13,0.0014833886419449716,0.031139881943661612,0.003176109325753629
2018-07-14,0.006102918971790272,0.02962598434320163,-0.019968751219940684
2018-07-15,0.013307587804530119,0.029145702578375638,-0.004099659592760707
2018-07-16,0.06008356684760452,0.031057729813189335,0.01928732221203533
2018-07-17,0.08592576690955611,0.0346080692478929,0.12120978717676434
2018-07-18,0.006794081964906162,0.03409224698663576,0.11719956701492085
2018-07-19,0.013035266406750123,0.03413506086520109,0.1246727301303181
2018-07-20,-0.015097374603627811,0.034307263364976116,0.10198994273057616
2018-07-21,0.008860348850009636,0.03426619055046255,0.08201335712408309
2018-07-22,-0.00010780070374505346,0.02864421934033302,0.09516117243207733
2018-07-23,0.03944463356578143,0.02923550881931217,0.14378460537416093
2018-07-24,0.09248469813206439,0.03302421987273901,0.33085873842868474
2018-07-25,-0.028830914494162863,0.03380996422594886,0.27939972050261885
2018-07-26,-0.02808936559110453,0.0339274032982436,0.2765809204848657
2018-07-27,0.026841166837664243,0.03407564701165368,0.3089042282877432
2018-07-28,0.0033240162325662848,0.0327107735183236,0.3052889743442522
2018-07-29,0.0032115585112559852,0.03176603755347455,0.2922838060421775
2018-07-30,-0.004621301393359478,0.03163928001845411,0.2134060118617198
2018-07-31,-0.04890178082675012,0.033291463965053725,0.0627506337750583
2018-08-01,-0.01998984457531061,0.033194136381657795,0.034478084883981186
2018-08-02,-0.007575204523413981,0.03310984532043415,0.013431354129957995
2018-08-03,-0.017544223034868245,0.03335779552538867,0.010913630189457013
2018-08-04,-0.05401116052267385,0.03502236196366463,-0.052085838317635136
2018-08-05,0.005066208196926381,0.035022080650459524,-0.0471807932407069
2018-08-06,-0.01650710988835713,0.0348604966068611,-0.09846962007498183
2018-08-07,-0.02857960428694062,0.03520261830781822,-0.19837321299649036
2018-08-08,-0.06623905761153515,0.03724860670949381,-0.22925081198773867
2018-08-09,0.04161727043509522,0.0362971382528044,-0.1739717243698371
2018-08-10,-0.058390163053316124,0.0378790836055231,-0.24253489726670474
2018-08-11,0.01795072367701156,0.037706884465356194,-0.23149238230861713
2018-08-12,0.004282261313801161,0.037711494540991215,-0.23067217319812738
2018-08-13,-0.0039730110791915685,0.03771053038729408,-0.23017110985486544
2018-08-14,-0.015539305797755087,0.037748164640271364,-0.20316717208449353
2018-08-15,0.017550830487124358,0.03617300265150516,-0.17264336362569843
2018-08-16,0.0041546925200131035,0.032215709018177566,-0.16286447840729124
2018-08-17,0.03881774015655104,0.033114426734695765,-0.11483931273521608
2018-08-18,-0.023838161388960444,0.033173570583635605,-0.0866064715689353
